River,Reach,River Sta,Profile,Q Total,Min Ch El,W.S. Elev,Crit W.S.,E.G. Elev,E.G. Slope,Vel Chnl,Flow Area,Top Width,Froude # Chl,Event
Mississippi,DSCoonRapidsDam,857.57,Max WS,49945.34,783.58,805.74,796.62,806.15,0.000232,5.13,9731.35,720.41,0.25,2019
Mississippi,DSCoonRapidsDam,857.55   Soo Line Railroa,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,857.52,Max WS,49945.34,783.58,805.68,,806.07,0.000223,5.02,9962.27,751.33,0.24,2019
Mississippi,DSCoonRapidsDam,857.43,Max WS,49945.08,783.58,805.46,,805.97,0.000287,5.76,8689.67,640.28,0.27,2019
Mississippi,DSCoonRapidsDam,857.26,Max WS,49944.87,786.38,805.17,,805.69,0.000265,5.79,8629.05,584.12,0.27,2019
Mississippi,DSCoonRapidsDam,856.88,Max WS,49943.85,785.08,804.88,,805.23,0.000188,4.74,10534.68,746.63,0.22,2019
Mississippi,DSCoonRapidsDam,856.56,Max WS,49943.79,785.08,804.69,,804.95,0.000133,4.09,12235.04,848.79,0.19,2019
Mississippi,DSCoonRapidsDam,856.42,Max WS,49943.71,785.58,804.5,794.07,804.84,0.000169,4.64,10756.09,723.43,0.21,2019
Mississippi,DSCoonRapidsDam,856.39   Lowry Ave Bridge,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,856.34,Max WS,49943.71,782.88,804.41,,804.73,0.000171,4.53,11031.58,776.52,0.21,2019
Mississippi,DSCoonRapidsDam,856.18,Max WS,49943.69,783.78,804.18,,804.57,0.000191,5.01,9976.35,654.16,0.23,2019
Mississippi,DSCoonRapidsDam,855.93,Max WS,49943.39,783.78,803.9,,804.3,0.000206,5.11,9786.25,666.85,0.23,2019
Mississippi,DSCoonRapidsDam,855.84,Max WS,49943.23,782.78,803.83,793.01,804.2,0.00018,4.93,10135.49,655.07,0.22,2019
Mississippi,DSCoonRapidsDam,855.8    Burlington North,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,855.77,Max WS,49943.09,782.68,803.76,,804.11,0.00017,4.78,10529.86,734.84,0.21,2019
Mississippi,DSCoonRapidsDam,855.67,Max WS,49943.26,782.68,803.69,,804.02,0.000163,4.67,10707.31,700.03,0.21,2019
Mississippi,DSCoonRapidsDam,855.56,Max WS,49943.3,782.98,803.48,,803.9,0.000222,5.22,9586.7,679.73,0.24,2019
Mississippi,DSCoonRapidsDam,855.46,Max WS,49943.15,782.98,803.4,793.67,803.8,0.000206,5.04,9917.23,689.37,0.23,2019
Mississippi,DSCoonRapidsDam,855.43   Broadway Ave Bri,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,855.41,Max WS,49943.15,782.78,803.41,,803.74,0.000174,4.63,10796.95,750.52,0.21,2019
Mississippi,DSCoonRapidsDam,855.28,Max WS,49943.2,782.78,803.19,,803.62,0.000216,5.22,9566.56,649.23,0.24,2019
Mississippi,DSCoonRapidsDam,855.17,Max WS,49943.11,784.78,803.21,,803.5,0.000149,4.33,11532.03,789.22,0.2,2019
Mississippi,DSCoonRapidsDam,855.05,Max WS,49942.73,783.78,803.08,792.17,803.4,0.000151,4.55,10977.27,701.2,0.2,2019
Mississippi,DSCoonRapidsDam,855.02   Plymouth Ave Bri,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,854.98,Max WS,49942.73,779.58,803,,803.33,0.000137,4.6,10864.35,1052.12,0.2,2019
Mississippi,DSCoonRapidsDam,854.91,Max WS,49942.63,779.58,802.98,,803.26,0.000128,4.27,11717.22,743.11,0.19,2019
Mississippi,DSCoonRapidsDam,854.77,Max WS,49943.06,780.48,802.68,,803.13,0.000203,5.4,9261.49,577.28,0.24,2019
Mississippi,DSCoonRapidsDam,854.63,Max WS,49942.99,778.88,802.34,,802.96,0.000245,6.33,8468.19,580.72,0.26,2019
Mississippi,DSCoonRapidsDam,854.57,Max WS,49942.8,778.88,802.23,,802.88,0.000258,6.54,8537.13,644.84,0.27,2019
Mississippi,DSCoonRapidsDam,854.54,Max WS,49942.35,778.88,802.24,,802.84,0.000241,6.25,8776.82,640.4,0.26,2019
Mississippi,DSCoonRapidsDam,854.51,Max WS,49942.77,779.28,802.22,,802.77,0.000243,5.98,9064.93,683.26,0.26,2019
Mississippi,DSCoonRapidsDam,854.46,Max WS,49942.92,779.28,802.11,,802.69,0.00025,6.16,8861.02,664.14,0.26,2019
Mississippi,DSCoonRapidsDam,854.42,Max WS,49942.98,779.28,802.02,,802.63,0.000295,6.27,8754.83,712.42,0.28,2019
Mississippi,DSCoonRapidsDam,854.36,Max WS,49942.94,777.88,802.03,,802.54,0.000212,5.74,9553.89,729.86,0.24,2019
Mississippi,DSCoonRapidsDam,854.34,Max WS,49943.02,777.88,802,,802.51,0.000216,5.79,9510.06,730.05,0.25,2019
Mississippi,DSCoonRapidsDam,854.26,Max WS,49942.14,777.88,802.07,,802.42,0.000158,4.81,11078.33,807.66,0.21,2019
Mississippi,DSCoonRapidsDam,854.23,Max WS,49942.96,777.88,802.09,,802.39,0.000136,4.41,12179.83,912.57,0.19,2019
Mississippi,DSCoonRapidsDam,854.2    USAF Pool       ,Max WS,49942.82,777.88,802.27,784.77,802.3,0.000008,1.21,41123.2,3284.68,0.05,2019
Mississippi,DSCoonRapidsDam,854.18   USAF Horseshoe  ,,Inl Struct,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,854.16,Max WS,49942.79,771.25,796.45,,796.46,0.000004,1.02,48923.76,2253.16,0.04,2019
Mississippi,DSCoonRapidsDam,854.1,Max WS,49942.62,769.28,796.42,,796.46,0.000013,1.54,32487.25,1652.49,0.06,2019
Mississippi,DSCoonRapidsDam,854.05,Max WS,49942.64,769.44,796.27,776.68,796.46,0.000061,3.54,14126.04,822.8,0.13,2019
Mississippi,DSCoonRapidsDam,854      USAF Spillway   ,,Inl Struct,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,853.98,Max WS,20074.45,722.19,758.61,,758.64,0.000007,1.44,13927.45,577.21,0.05,2019
Mississippi,DSCoonRapidsDam,853.93,Max WS,20074.41,722.19,758.61,,758.64,0.000008,1.48,13552.95,671.92,0.05,2019
Mississippi,DSCoonRapidsDam,853.88,Max WS,20074.33,720.19,758.6,,758.64,0.000011,1.49,13496.7,920.49,0.06,2019
Mississippi,DSCoonRapidsDam,853.85,Max WS,20074.31,719.19,758.6,,758.64,0.000006,1.45,13825.75,1106.67,0.05,2019
Mississippi,DSCoonRapidsDam,853.81,Max WS,20074.39,718.19,758.61,,758.64,0.000006,1.36,14783.87,1143.41,0.04,2019
Mississippi,DSCoonRapidsDam,853.77,Max WS,20074.41,717.19,758.61,,758.63,0.000005,1.3,15457.71,1071.5,0.04,2019
Mississippi,DSCoonRapidsDam,853.68,Max WS,20074.33,719.19,758.6,,758.63,0.000006,1.42,14157.59,924.34,0.04,2019
Mississippi,DSCoonRapidsDam,853.62,Max WS,20074.26,718.59,758.58,,758.63,0.000014,1.76,11382.34,757.41,0.07,2019
Mississippi,DSCoonRapidsDam,853.58,Max WS,20074.23,718.19,758.6,,758.63,0.000007,1.34,15032.61,788.78,0.05,2019
Mississippi,DSCoonRapidsDam,853.56   LSAF Pool       ,Max WS,20074.31,715.19,758.61,,758.63,0.000006,1.14,17533.75,794.93,0.04,2019
Mississippi,DSCoonRapidsDam,853.51,Max WS,20074.41,715.19,758.6,722.56,758.62,0.000009,1.2,16742.22,904.8,0.05,2019
Mississippi,DSCoonRapidsDam,853.49   LSAF            ,,Inl Struct,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,853.47,Max WS,49941.07,709.19,733.32,,734.2,0.000329,7.54,6620.46,533.81,0.3,2019
Mississippi,DSCoonRapidsDam,853.42,Max WS,49941.04,709.19,733.37,,734.14,0.000302,7.03,7152.05,407.73,0.29,2019
Mississippi,DSCoonRapidsDam,853.39,Max WS,49941.03,709.19,733.41,,734.1,0.000264,6.67,7541.84,424.74,0.27,2019
Mississippi,DSCoonRapidsDam,853.37,Max WS,49941.98,709.19,733.36,721.46,734.07,0.000262,6.76,7496.1,428,0.27,2019
Mississippi,DSCoonRapidsDam,853.35   I-35W Bridge    ,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,853.33,Max WS,49940.59,709.19,733.49,,734.06,0.000216,6.05,8387.8,492.31,0.25,2019
Mississippi,DSCoonRapidsDam,853.32   LSAF Tailwater  ,Max WS,49940.59,709.19,733.48,721.3,734.06,0.000231,6.13,8361.11,524.55,0.26,2019
Mississippi,DSCoonRapidsDam,853.28   10th Ave Bridge ,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,853.27,Max WS,49941.02,701.99,733.7,,734.05,0.00011,4.69,10734.3,543.73,0.18,2019
Mississippi,DSCoonRapidsDam,853.26,Max WS,49941.01,701.99,733.7,,734.04,0.000107,4.64,10901.79,571.52,0.18,2019
Mississippi,DSCoonRapidsDam,853.24,Max WS,49941.41,701.99,733.7,,734.03,0.000111,4.56,11099.34,597.91,0.18,2019
Mississippi,DSCoonRapidsDam,853.21,Max WS,49941.72,707.79,733.52,,733.99,0.000191,5.52,9112.15,532.99,0.23,2019
Mississippi,DSCoonRapidsDam,853.17,Max WS,49941.69,707.79,733.5,719.46,733.97,0.00016,5.52,9111.44,466.16,0.22,2019
Mississippi,DSCoonRapidsDam,853.15   Northern Pacific,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,853.14,Max WS,49940.61,706.69,733.53,,733.95,0.00014,5.15,9734.1,490.1,0.2,2019
Mississippi,DSCoonRapidsDam,853.08,Max WS,49941.35,706.69,733.53,,733.9,0.000126,4.9,10259.89,526.84,0.19,2019
Mississippi,DSCoonRapidsDam,852.91,Max WS,49940.46,708.99,733.27,,733.77,0.000182,5.68,8813.19,466.87,0.23,2019
Mississippi,DSCoonRapidsDam,852.82,Max WS,49940.41,710.09,733.2,720.88,733.69,0.000191,5.65,8842.94,480.16,0.23,2019
Mississippi,DSCoonRapidsDam,852.79   MN-122 (Washingt,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,852.77,Max WS,49940.97,710.49,733.2,,733.66,0.000187,5.4,9274.81,539.76,0.23,2019
Mississippi,DSCoonRapidsDam,852.64,Max WS,49939.46,710.49,733.11,,733.56,0.000161,5.38,9335.63,498.37,0.21,2019
Mississippi,DSCoonRapidsDam,852.22,Max WS,49940.32,710.49,732.78,,733.25,0.000183,5.47,9153.52,512.58,0.23,2019
Mississippi,DSCoonRapidsDam,851.91,Max WS,49939.87,709.39,732.7,,733.03,0.000125,4.6,10994.96,685,0.19,2019
Mississippi,DSCoonRapidsDam,851.78,Max WS,49937.86,708.09,732.64,718.52,732.95,0.000115,4.48,11156.83,596.89,0.18,2019
Mississippi,DSCoonRapidsDam,851.74   I-94 Bridge     ,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,851.71,Max WS,49938.61,708.69,732.58,,732.89,0.000112,4.5,11192.87,603.02,0.18,2019
Mississippi,DSCoonRapidsDam,851.57,Max WS,49939.27,708.69,732.57,,732.86,0.00011,4.3,11712.05,665.72,0.18,2019
Mississippi,DSCoonRapidsDam,851.55,Max WS,49939.2,709.09,732.54,,732.83,0.000112,4.29,11774.12,689.13,0.18,2019
Mississippi,DSCoonRapidsDam,851.52,Max WS,49936.48,709.09,732.52,718.65,732.79,0.000109,4.15,12187.16,757.64,0.18,2019
Mississippi,DSCoonRapidsDam,851.5    Franklin Ave Bri,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,851.47,Max WS,49936.48,706.89,732.46,,732.74,0.000116,4.24,12174.05,796,0.18,2019
Mississippi,DSCoonRapidsDam,851.34,Max WS,49937.12,706.89,732.31,,732.66,0.00014,4.76,10534.85,618.53,0.2,2019
Mississippi,DSCoonRapidsDam,851.11,Max WS,49937.8,706.99,732.29,,732.52,0.000091,3.89,12885.45,731.55,0.16,2019
Mississippi,DSCoonRapidsDam,850.87,Max WS,49938.54,706.29,732.22,,732.42,0.000087,3.54,14351.03,942.8,0.15,2019
Mississippi,DSCoonRapidsDam,850.75,Max WS,49937.4,706.29,732.1,717.42,732.36,0.000098,4.09,12355.53,712.25,0.17,2019
Mississippi,DSCoonRapidsDam,850.72   Soo Line Railroa,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,850.69,Max WS,49936.54,706.39,732.08,,732.33,0.000089,3.99,12586.11,685.05,0.16,2019
Mississippi,DSCoonRapidsDam,850.48,Max WS,49937.18,706.39,731.98,,732.23,0.000093,3.98,12560.6,692.46,0.16,2019
Mississippi,DSCoonRapidsDam,850.14,Max WS,49935.54,703.99,731.81,,732.05,0.00011,3.93,12722.62,809.35,0.17,2019
Mississippi,DSCoonRapidsDam,849.94,Max WS,49936.43,703.99,731.78,719.31,731.96,0.000093,3.45,14510.36,996.52,0.16,2019
Mississippi,DSCoonRapidsDam,849.91   Lake Street Brid,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,849.88,Max WS,49936.14,699.89,731.65,,731.88,0.000102,3.85,13220.66,881.27,0.17,2019
Mississippi,DSCoonRapidsDam,849.76,Max WS,49935.55,699.89,731.55,,731.8,0.000108,4.04,12769.33,875.91,0.17,2019
Mississippi,DSCoonRapidsDam,849.42,Max WS,49935.79,703.39,731.43,,731.64,0.000077,3.72,13510.33,754.91,0.15,2019
Mississippi,DSCoonRapidsDam,849.04,Max WS,49934.81,708.49,731.26,,731.47,0.000098,3.6,13917.75,937.04,0.16,2019
Mississippi,DSCoonRapidsDam,848.62,Max WS,49934.98,708.49,731.06,,731.26,0.00009,3.55,14094.5,904.15,0.16,2019
Mississippi,DSCoonRapidsDam,848.23,Max WS,49934.89,709.59,730.95,,731.09,0.000076,3.03,16569.2,1200.44,0.14,2019
Mississippi,DSCoonRapidsDam,847.82,Max WS,49934.71,706.79,730.85,,730.98,0.000053,2.94,17022.79,949.56,0.12,2019
Mississippi,DSCoonRapidsDam,847.79,Max WS,50225.32,706.79,730.8,716.21,730.94,0.000059,3,16768.43,1011.84,0.13,2019
Mississippi,DSCoonRapidsDam,847.77   Ford Parkway Bri,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,847.75,Max WS,50225.65,694.99,730.85,,730.94,0.000026,2.35,21478.34,1018.61,0.09,2019
Mississippi,DSCoonRapidsDam,847.65,Max WS,50225.46,694.99,730.82,,730.93,0.000032,2.6,19398.27,918.37,0.1,2019
Mississippi,DSCoonRapidsDam,847.63   LD1 Pool        ,Max WS,50225.32,694.99,730.82,,730.92,0.000033,2.63,19174.79,919.61,0.1,2019
Mississippi,DSCoonRapidsDam,847.61,Max WS,50225.3,694.99,730.82,710.25,730.92,0.000029,2.55,19790.46,897.51,0.09,2019
Mississippi,DSCoonRapidsDam,847.6    LD 1            ,,Inl Struct,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,847.58,Max WS,50050.64,670.65,709.28,,709.35,0.000014,2.05,24401.68,866.14,0.06,2019
Mississippi,DSCoonRapidsDam,847.53,Max WS,50052.18,670.65,709.27,,709.34,0.000021,2.22,22554.46,912.36,0.07,2019
Mississippi,DSCoonRapidsDam,847.51   LD 1 Tailwater  ,Max WS,50052.16,670.65,709.28,,709.34,0.000012,1.93,26053.64,916.64,0.06,2019
Mississippi,DSCoonRapidsDam,847.43,Max WS,50050.57,670.65,709.27,,709.34,0.000019,2.02,24844.76,962.53,0.07,2019
Mississippi,DSCoonRapidsDam,847.35   MinnehahaCreek  ,,Lat Struct,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,847.23,Max WS,50048.91,670.65,709.05,,709.32,0.000068,4.21,13580,660.62,0.14,2019
Mississippi,DSCoonRapidsDam,847.12,Max WS,50302.8,670.65,709.08,,709.27,0.000047,3.55,15105.01,1381.73,0.11,2019
Mississippi,DSCoonRapidsDam,846.72,Max WS,50294.46,670.65,708.9,,709.17,0.000068,4.24,14609.74,923.4,0.13,2019
Mississippi,DSCoonRapidsDam,846.22,Max WS,50290.77,670.85,708.75,,708.99,0.000066,4.06,17733.42,1146.24,0.13,2019
Mississippi,DSCoonRapidsDam,845.82,Max WS,50266.17,671.85,708.6,,708.85,0.000068,4.19,17194.52,1090.33,0.13,2019
Mississippi,DSCoonRapidsDam,845.63,Max WS,50245.66,670.65,708.36,684.44,708.8,0.000122,5.45,11668.48,888,0.17,2019
Mississippi,DSCoonRapidsDam,845.6    MN-5 Bridge     ,,Bridge,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,845.56,Max WS,50261.44,671.85,708.34,,708.74,0.000109,5.26,12197.56,837.52,0.17,2019
Mississippi,DSCoonRapidsDam,845.46,Max WS,50263.74,670.65,708.45,,708.65,0.000054,3.7,16702.1,829.86,0.12,2019
Mississippi,DSCoonRapidsDam,845.4,,Lat Struct,,,,,,,,,,2019
Mississippi,DSCoonRapidsDam,845.24,Max WS,55462.87,670.65,708.31,,708.55,0.000068,4.15,17349.23,816.12,0.13,2019
Mississippi,DSCoonRapidsDam,845,Max WS,57643.84,670.65,708.11,,708.44,0.000083,4.61,12969.13,738.48,0.15,2019
Mississippi,DSCoonRapidsDam,844.57,Max WS,73241.18,670.65,707.93,,708.18,0.000069,4.43,32029.23,2548.7,0.13,2019
Mississippi,DSCoonRapidsDam,844.15,Max WS,82021.14,670.65,707.66,,708.01,0.000111,5.38,33671.2,2849.72,0.17,2019
Mississippi,DSMinnesota,843.9,Max WS,125351.5,670.65,707.66,,707.99,0.000103,4.88,42642.02,3120.86,0.16,2019
Mississippi,DSMinnesota,843.62,Max WS,125340.2,672.75,707.29,,707.93,0.000193,7.13,35736.72,2865.02,0.23,2019
Mississippi,DSMinnesota,843.44,Max WS,125337.3,670.55,707.06,,707.76,0.000193,7.3,29601.07,2776.95,0.23,2019
Mississippi,DSMinnesota,843.26,Max WS,125321.2,665.95,706.96,685.26,707.53,0.00014,6.29,26142.49,2470.31,0.2,2019
Mississippi,DSMinnesota,843.23   Interstate 35E B,,Bridge,,,,,,,,,,2019
Mississippi,DSMinnesota,843.2,Max WS,125335,665.95,706.87,,707.46,0.000135,6.3,25152.38,2134,0.19,2019
Mississippi,DSMinnesota,843.09,Max WS,125324.5,667.35,706.88,,707.37,0.000125,5.81,30114.15,3061.69,0.18,2019
Mississippi,DSMinnesota,842.88,Max WS,125326.1,660.35,706.71,,707.26,0.000154,6.44,34229.77,3066.66,0.2,2019
Mississippi,DSMinnesota,842.62,Max WS,125328.6,669.05,706.62,,707,0.000112,5.43,44820.82,3319.89,0.17,2019
Mississippi,DSMinnesota,842.34,Max WS,125324.9,665.45,706.49,,706.82,0.000086,5.02,44163.78,3268.01,0.15,2019
Mississippi,DSMinnesota,841.96,Max WS,125308.4,666.95,706.17,,706.68,0.000147,6.42,41834.8,3246.25,0.2,2019
Mississippi,DSMinnesota,841.67,Max WS,125567,661.95,705.97,,706.46,0.000131,6.32,41155.72,2835.14,0.19,2019
Mississippi,DSMinnesota,841.46,Max WS,125561.1,666.35,705.88,,706.28,0.000106,5.47,42065.63,3081.19,0.17,2019
Mississippi,DSMinnesota,841.38,Max WS,125564.9,663.45,705.79,678.12,706.22,0.00009,5.29,24260.97,2680.52,0.16,2019
Mississippi,DSMinnesota,841.37   Chicago and Nort,,Bridge,,,,,,,,,,2019
Mississippi,DSMinnesota,841.36,Max WS,125561.9,663.45,705.97,,706.21,0.000052,3.97,34061.29,2855.26,0.12,2019
Mississippi,DSMinnesota,841.28,Max WS,125564.4,664.85,705.88,,706.2,0.000084,4.73,35954.03,1995.08,0.15,2019
Mississippi,DSMinnesota,841.09,Max WS,125559.7,657.35,705.47,,706.13,0.000192,6.62,21530.32,1514.99,0.22,2019
Mississippi,DSMinnesota,840.89,Max WS,125554.9,659.35,705.12,,705.94,0.0002,7.3,17997.64,1222.78,0.23,2019
Mississippi,DSMinnesota,840.66,Max WS,125556.2,670.85,705.29,,705.73,0.000108,5.3,24195.63,1091,0.17,2019
Mississippi,DSMinnesota,840.42,Max WS,125548.7,667.15,705.18,684.1,705.6,0.000107,5.2,24875.03,1141.72,0.17,2019
Mississippi,DSMinnesota,840.4    S Smith Ave Brid,,Bridge,,,,,,,,,,2019
Mississippi,DSMinnesota,840.38,Max WS,125550.2,667.15,705.15,,705.55,0.00011,5.08,25761.31,1364.91,0.17,2019
Mississippi,DSMinnesota,840.29,Max WS,125554,670.95,705.05,,705.5,0.000119,5.39,23481.48,1312.53,0.18,2019
Mississippi,DSMinnesota,840.25,Max WS,125557.7,670.95,705.2,,705.48,0.000085,4.22,29865.1,1319.78,0.15,2019
Mississippi,DSMinnesota,840.24,,Lat Struct,,,,,,,,,,2019
Mississippi,DSMinnesota,840.08,Max WS,125552.5,669.87,704.82,,705.4,0.000152,6.18,22854.47,1264.13,0.2,2019
Mississippi,DSMinnesota,840.03,Max WS,125545.5,669.87,704.71,,705.37,0.000173,6.54,21451.41,1160.97,0.21,2019
Mississippi,DSMinnesota,839.85,Max WS,125541.3,669.27,704.57,,705.21,0.00016,6.45,21532.52,1215.87,0.21,2019
Mississippi,DSMinnesota,839.7,Max WS,125541,670.37,704.44,,705.08,0.000178,6.4,20937.32,1202.41,0.21,2019
Mississippi,DSMinnesota,839.52,Max WS,125535.4,666.77,704.45,,704.9,0.000158,5.43,23117.38,992.2,0.19,2019
Mississippi,DSMinnesota,839.48,Max WS,125533.9,666.25,704.13,,704.86,0.000317,6.84,18342.9,898.99,0.27,2019
Mississippi,DSMinnesota,839.44,Max WS,125536.6,667.65,704.04,685.93,704.79,0.000327,6.94,18084.75,891.16,0.27,2019
Mississippi,DSMinnesota,839.43   Chicago and Nort,,Bridge,,,,,,,,,,2019
Mississippi,DSMinnesota,839.4,Max WS,125513.7,667.65,703.71,,704.53,0.000357,7.27,17282.49,890.39,0.28,2019
Mississippi,DSMinnesota,839.33,Max WS,125520.5,658.27,703.9,,704.44,0.000146,5.87,21446.66,800.26,0.19,2019
Mississippi,DSMinnesota,839.25   St. Paul Gage   ,Max WS,125522.1,645.15,703.93,673.23,704.39,0.000096,5.45,23237.4,764.62,0.16,2019
Mississippi,DSMinnesota,839.23   Robert Street Br,,Bridge,,,,,,,,,,2019
